ticker,drift,volatility
BK,-0.017388036540260596,0.19231496161979178
BLK,0.09665838652194295,0.1952567454343982
BMY,0.042333074595462566,0.15349046150338608
BR,0.08659220212691675,0.15650896830306946
BRK.B,0.11102193182705472,0.12960575302785113
BRO,0.1841587233967398,0.14573558107882242
BSX,0.0754025232534167,0.18110507720721677
BWA,-0.006514809864648758,0.34228753318995564
BXP,-0.12887076875714204,0.21119209673092879
C,-0.07649603205697363,0.2187420199189232
CAG,0.008471809414227576,0.16500770869798279
CAH,0.08301267040192005,0.19489644233470418
CAT,0.12483018510827829,0.21302932608596184
CB,0.09515855621707829,0.15814129719325928
CBOE,0.0565907640198165,0.1625519948074314
CCI,0.030592006196752473,0.1679117785194137
CCL,-0.33606243631499466,0.38505073942602225
CDNS,0.32831870669818974,0.29405403024579163
CDW,0.17859267529107886,0.186833090230036
CE,0.038843569680286974,0.22778831640597327
CF,0.15666272978627163,0.3810641375071023
CFG,-0.016356433308309958,0.2605527468409367
CHD,0.09518883867767412,0.14137973647234506
CHRW,0.022705128358671514,0.17794946705381937
CHTR,0.04854056030897622,0.1941329430424838
CI,0.10082772635073274,0.2003959343726976
CINF,0.06988915227736103,0.18606895127596276
CL,0.029194552734986112,0.1205699183388293
CLX,0.002580211836512888,0.16306629920152726
CMA,-0.06825139883721754,0.2793997423726527
CMCSA,0.022809524198758594,0.16973391327315188
CME,0.028538739798424237,0.1553217637275503
CMG,0.2962293020324579,0.21479113537353775
CMI,0.0957136698042981,0.1880255762325751
CMS,0.04165824892903277,0.13857356148439093
CNC,0.05774728287632861,0.21744168938850805
CNP,0.015951866216070126,0.16497469703328385
COF,0.05559651146500283,0.2566789285850964
COO,0.06812114022577156,0.17315954099306716
COP,0.1300030518269667,0.25887654620178624
COST,0.2009368668833405,0.1388227344298643
CPB,0.0312112219443587,0.16170552593486587
CPRT,0.22255292884992178,0.18641482713786384
CRL,0.15114687385309436,0.23392715389289517
CRM,0.08039921886570928,0.22645064052022595
CSCO,0.021351162210548363,0.16201064844356783
CSX,0.08873769180850259,0.17533653613452052
CTAS,0.19853286183541657,0.1688103461086246
CTLT,0.08379978050585822,0.26986327876117644
CTSH,-0.00921242985625759,0.17462123744292954
CVS,0.055613514582332296,0.18115883246269449
CVX,0.06770536773557631,0.19679286205403165
CZR,0.39413485955482636,0.358540266694007
D,-0.04881228173826798,0.14675082592134256
DAL,-0.08220473421557284,0.27344037237066726
DE,0.2267659016495091,0.21525437665234495
DFS,0.08964051685042844,0.25747719058405394
DG,0.12182266614653003,0.16262383889218576
DGX,0.07740999264077505,0.1570183551913705
DHI,0.19536881979202514,0.23909143921592171
DHR,0.19968677233728288,0.23043368135014955
DIS,-0.02634379131441771,0.1904033539369975
DISH,-0.2670172682252584,0.3269460062891885
DLR,0.01254821971621694,0.18911668539463886
DLTR,0.08973550335829356,0.19997640984265053
DOV,0.11231433662315665,0.17715172338233048
DPZ,0.08665359836519945,0.18643312880388013
DRI,0.08553546860402848,0.21933656858877884
DTE,0.0020286987044894626,0.14310900032426654
DUK,0.03860402390802441,0.13530444333480798
DVA,0.08960843847333567,0.21488541507453682
DVN,0.14018063814302137,0.3566299865966796
DXC,-0.21021485348987687,0.30331965289687857
DXCM,0.3145253478632602,0.2968941842862515
EA,0.038126286764047626,0.18391453473490596
EBAY,0.059980344881367616,0.2066515963930116
ECL,0.01962901474960614,0.163589361419112
ED,0.028843366902195747,0.13876450106276342
EFX,0.12996192216431882,0.19865687123936288
EIX,0.009503821694139372,0.1767990579918526
EL,0.08121563413492629,0.2061136529905866
EMN,0.009709815008860031,0.2213283029208928
EMR,0.06878094339441325,0.18354157917296365
ENPH,0.7584764666358521,0.49124606542602806
EOG,0.05031724185487327,0.2901215217252123
EQIX,0.11382951704586561,0.24783588252168723
EQR,-0.0030119110493753874,0.16568411526939592
ES,0.026637130287202857,0.150476685353131
ESS,-0.01012679065615093,0.1704414408881804
ETN,0.191622986084387,0.1856169233314792
ETR,0.03936205719863814,0.15388430567940492
ETSY,0.21521124550010157,0.5395977623114713
EW,0.11268944787718632,0.20404087405437515
EXC,-0.003848182097161794,0.1542230027812126
EXPD,0.11237940739875328,0.16577063183807128
EXPE,0.0020632459451816426,0.28029022153897165
EXR,0.12208986961256184,0.17373555782777395
F,0.08171778310096844,0.26308253351697836
FANG,0.06901065492333859,0.3443405403000036
FAST,0.15058204612712534,0.1703797636556376
FCX,0.25767047811691074,0.46537193172095803
FDX,0.02904605489292841,0.21956212392793995
FE,0.004827854586418037,0.15234957516199985
FFIV,0.011836563356668038,0.1947789510001024
FIS,-0.10867966887297832,0.1921541774684675
FITB,0.03243020572805121,0.24512973365353044
FLT,0.0028257261098026927,0.21014851789150668
FMC,0.03625752870967562,0.20754521440693288
FOX,-0.054638228164623194,0.19257913437494242
FOXA,-0.03889064470947512,0.1983860520901222
FRT,-0.04101106990190703,0.19390607402135115
FTNT,0.34584749194213993,0.2504909399787767
FTV,-0.02651502827590658,0.17721732847899774
GD,0.04849244715313985,0.1565899569289731
GE,0.014966379891537837,0.26582957260776974
GILD,0.010351935444110446,0.16064432628915332
GIS,0.0993459488605424,0.1436493014110615
GLD,0.07839015688456492,0.0937886124195595
GLW,0.02607026457829364,0.19691220556066213
GM,0.008603775339178565,0.26627375926647373
GNRC,0.23916870679064028,0.3043826210515714
GOOG,0.17927560048781424,0.18850028710346747
GOOGL,0.1764186540806239,0.189374578315405
GPC,0.1090034138816506,0.16899809230718985
GPN,-0.020744398611388194,0.21963392326407788
GPS,-0.1632703964001689,0.3694704607390006
GRMN,0.10279328549171741,0.16500470820787053
GS,0.10957667798413573,0.19685312035092944
GWW,0.17999398641113507,0.1848895256430239
HAL,0.013686660617433729,0.3275192116530088
HAS,-0.08258751998923199,0.21013192218844015
HBAN,-0.02487793532257762,0.2341671486417361
HBI,-0.21747828669587455,0.29797719623110913
HCA,0.18081306854871182,0.21360989939227015
HD,0.11358635224474765,0.16149694587019728
HES,0.19517736083892995,0.3078828635194003
HIG,0.08320610944038581,0.18311977665907128
HII,-0.007743846947141172,0.1873260639122684
HLT,0.13572194343334745,0.21676398485254228
HOLX,0.13395050620149507,0.18057299508875552
HON,0.059544600669136374,0.15573788168221417
HPE,0.00634536083054517,0.22606910430896948
HPQ,0.08752678508571674,0.22009472664049068
HRL,0.013454094285221969,0.1357740968723988
HSIC,0.021150164259743812,0.1915112515667562
HST,-0.016231765598162095,0.23740297661989473
HSY,0.16206952774917305,0.12628284447987845
HUM,0.11730789305837173,0.1857552861712208
IBM,-0.004888677270052209,0.15486484080275245
ICE,0.08306676562855168,0.14324077336326219
IDXX,0.1803803096320185,0.2979148762904648
IEX,0.09051536268245769,0.15960837687672927
IFF,-0.08104008860244215,0.19652799235603335
ILMN,-0.08500928587743331,0.2672178416131943
INCY,-0.028413773570278737,0.214029169225099
INTC,-0.08188581037073056,0.2246689608937843
INTU,0.18879901527061582,0.2169252400962802
IP,-0.05431842148614801,0.28475348377031034
IPG,0.10079025503175737,0.21556844562684838
IPGP,-0.1048123896613991,0.27739443042580264
IQV,0.14029143983995432,0.20200043992742994
IR,-0.12154758717807934,0.21208214593233934
IRM,0.12259212848175353,0.18625067504563936
ISRG,0.12527145073743223,0.21637424400412597
IT,0.21322520332981676,0.19201829976153412
ITW,0.1013937722200885,0.1621546577348068
IVZ,-0.05477553790514864,0.2693940251142805
JBHT,0.12070736157402216,0.2630656303175371
JCI,0.12468808176395081,0.18607997247801816
JKHY,0.049914897872890315,0.15648521075983762
JNJ,0.05049218286035769,0.12078460299323439
JNPR,0.0319475023049818,0.17856978935515624
JPM,0.058051968683024306,0.1803831863645964
K,0.003019864558498633,0.14202671272290457
KEY,-0.047004303947132516,0.26468311995785576
KEYS,0.20417482232063663,0.19704076753131214
KHC,-0.052696549642824636,0.16676280099570498
KIM,0.05707041733119299,0.2293413825921391
KLAC,0.3072194736395479,0.35834718828066314
KMB,0.022039221964923875,0.13254037224290927
KMI,-0.00565549259247955,0.1810551052968846
KMX,0.02838288333952282,0.2566676732476838
KO,0.058333128257322786,0.11900719290258122
KR,0.13362996507036307,0.1815694960322978
L,0.052707949695199964,0.16743844979059183
LDOS,0.07879420852889826,0.16878924143960172
LEG,-0.061487333924664406,0.22222671867977803
LEN,0.16354366220326902,0.24626749638146428
LH,0.08538456279802525,0.17406538621954232
LKQ,0.12866109897491432,0.21491576010289626
LLY,0.32172661882049514,0.1740815419161473
LMT,0.06582832196370375,0.1474262818216067
LNC,-0.14148103143411242,0.3107589480687174
LNT,0.04797495079308167,0.14481314259173583
LOW,0.17930932627947996,0.19396623830518603
LRCX,0.2613702049377392,0.39324975734031886
LUV,-0.10311411671734955,0.24057994231785304
LVS,-0.0753215569932746,0.2767829015864894
LW,0.06239845445381877,0.20001435825332592
LYB,-0.002688086180231443,0.2421540306813405
LYV,0.12107070312660571,0.26308745226183805
MA,0.12928017802101308,0.18531311106603401
MAA,0.10358678486815995,0.15643318649360924
MAR,0.07767850548772967,0.23523308882257657
MAS,0.08421298441490621,0.19571069714510678
MCD,0.10026158254201538,0.12530281113137975
MCHP,0.13759734645854055,0.3575826340439397
MCK,0.23619691953106303,0.1863025380495855
MCO,0.14193046403534304,0.17975845319618108
MDLZ,0.09267414401978714,0.12363376873731746
MDT,-0.008830088047114508,0.15676755992621613
MET,0.08409842408585551,0.20199815340763785
MGM,0.08289057484932166,0.3068251973389033
MHK,-0.09209329504147598,0.2721835321498046
MKC,0.0521435620816809,0.14741770246380018
MKTX,0.03823509949440974,0.21766344316986022
MLM,0.15038721246871095,0.20867763663399372
MMC,0.16314558964011178,0.13138745095822088
MMM,-0.1205408185291602,0.16823750060072806
MNST,0.13315661472517953,0.16566164403658398
MO,-0.04437353350344361,0.16067267818759437
MOS,0.13110235241529075,0.3180289949853013
MPC,0.13869153154047267,0.2691101632166112
MPWR,0.3009372451524904,0.3983522805040236
MRK,0.08244511671015921,0.1421696309779642
MRO,0.11031394856299832,0.35006049469303036
MS,0.1509802485898049,0.2139301687501822
MSCI,0.24849633257427872,0.29313794836457263
MSFT,0.23456696168945854,0.2359724295481788
MSI,0.1763813311913534,0.16553859888791933
MTB,-0.032444945904153526,0.22269858064763776
MTCH,0.19226288685456097,0.3388767259049968
MTD,0.1742317831769082,0.26597491608237983
MU,0.0947158172520354,0.39666078953446327
NCLH,-0.261934014830347,0.3968396678333017
NDAQ,0.1520733433435476,0.1573772436496659
NEE,0.11648547098455847,0.15803777943591157
NEM,0.05949219125565571,0.21171726630273258
NFLX,0.021277518157909327,0.2651015757257139
NI,0.011577978886799083,0.1505805723792244
NKE,0.09627778501986635,0.19578989006456501
NOC,0.08964875966305688,0.16777868228889736
NOW,0.2227328817155209,0.2623098676980669
NRG,0.028275951318060134,0.20934640890469555
NSC,0.08114835875380572,0.18610703401805317
NTAP,0.034614352624554146,0.225305285613404
NTRS,-0.024078797950656226,0.2086499301271068
NUE,0.22149997885895364,0.3474338621158284
NVDA,0.4000929705695653,0.4253785178246288
NVR,0.1392282577104924,0.2062176945415917
NWL,-0.10879526558702143,0.2754532801780254
NWS,0.0853753976439102,0.20328950019261383
NWSA,0.08661552746116519,0.20272350949486223
NXPI,0.1511876069440275,0.373437455701576
O,0.004511621016948656,0.1561760374394738
ODFL,0.2890191873166232,0.295748781253734
OKE,0.007381844759397239,0.243041852425549
OMC,0.020816026017664996,0.1893844871381186
ORCL,0.1498711854025958,0.1631861316798612
ORLY,0.2229481618681133,0.1597377867721824
OXY,-0.006985225167934357,0.3281019607513231
PAYC,0.17194561142941908,0.29069508124649623
PAYX,0.12130355410725567,0.15715330813687123
PCAR,0.11189789535276976,0.2369208330141677
PEG,0.03611142719301433,0.14752783839962438
PENN,0.050829692857821115,0.4075488026138604
PEP,0.09540986041112333,0.11553170775879298
PFE,0.01323405922656081,0.16133316795155098
PFG,0.08068037872348831,0.2238847140979325
PG,0.11161907288350348,0.12131422643140745
PGR,0.15831693877005576,0.15951474532038476
PH,0.16172551773779525,0.21442211529903077
PHM,0.16417710605099617,0.24252389270589597
PKG,0.07264321798356613,0.1870921691312159
PLD,0.1394166715060776,0.17436015973247077
PM,0.031537801855521706,0.15593964427802492
PNC,0.02041518819441846,0.20237131533505645
PNR,0.05780217809782787,0.2015589184182821
PNW,-0.029225514289581287,0.15481443749138923
POOL,0.20006356245632892,0.2103395876858523
PPG,0.051344245409708146,0.18563308646190282
PPL,-0.02166313116861931,0.14971792681724672
PRU,0.0066138312130325505,0.2160714435120266
PSA,0.0855315250907995,0.15291001665955228
PSX,1.15373428657699e-5,0.24258112471996904
PTC,0.11186803115871007,0.21981716391000589
PVH,-0.08979769673466136,0.32853051676826955
PWR,0.36110342599368084,0.21341325313775633
PXD,0.09103184196621963,0.2790975045424346
PYPL,-0.025991318097242977,0.25208107523465934
QCOM,0.16400974221134643,0.2345473545517536
QQQ,0.154815078926857,0.14154391154850418
QRVO,0.08040150001001166,0.25848386965987574
RCL,-0.0963808922253278,0.3493289819386599
REG,0.008899911755727453,0.19452259125587706
REGN,0.1726294546006301,0.19895042570654156
RF,0.04642033687788934,0.2459393397058945
RHI,0.07633148527426623,0.21051455001199476
RJF,0.14329601740325115,0.2158678100498519
RL,0.0022402296669026002,0.26434436508536713
RMD,0.1487930884719113,0.18852717367030583
ROK,0.11166284928100366,0.19875157975540586
ROL,0.10652835097312775,0.16815443453809303
ROP,0.09779911468290138,0.14917007713848437
ROST,0.039739247233277174,0.21106970910807124
RSG,0.15022833547035516,0.1203862903112606
SBAC,0.08885434272064921,0.18206166347659572
SBUX,0.09604955547668631,0.17332276496008686
SCHW,0.08525281637277342,0.23840079632255098
SEE,0.03408998455789251,0.20845253843244907
SHW,0.13452302282651876,0.1734819848794248
SJM,0.05095132730129102,0.1557096413947375
SLB,-0.008877410990721746,0.2947773613729899
SLV,0.08217115795555428,0.18058222683926395
SNA,0.1055872522116695,0.18583366732219816
SNPS,0.3178965855947415,0.20336155403703587
SO,0.08384810452806098,0.13941806471008514
SPG,-0.06712371339755568,0.23875872270131251
SPGI,0.14289702835523116,0.16835270644684638
SPY,0.10055476399768792,0.10996151193800309
SPYD,0.01649101786569732,0.13254294054754426
SPYG,0.11629341102021132,0.13171559553828857
SRE,0.05257749855727238,0.15341519009759771
STE,0.14243223746437986,0.1692191735626378
STT,-0.008864697264539617,0.23501707444893924
STX,0.08333126687785343,0.25545509253457815
STZ,0.0432548428475979,0.16657414130373746
SWK,-0.08496973732226722,0.24204130336558857
SWKS,0.04764744053600677,0.33751905897186435
SYF,0.020516210696255345,0.2606721072600476
SYK,0.09431232792661375,0.1778715346289046
SYY,0.03258711230649993,0.18864656104304675
T,-0.20617716342402076,0.15908238759192417
TAP,-0.023696181709617667,0.20017744125526934
TDG,0.1575851801738418,0.22233452980832222
TDY,0.1365605243193886,0.1812063288633764
TECH,0.1588195848648114,0.2909304940318371
TEL,0.09224056578586949,0.18950391924068394
TER,0.20661879140971107,0.27004223020002555
TFX,-0.031482291837896074,0.20397603379460452
TGT,0.1589680526648634,0.1948408410923386
TJX,0.11004505372321471,0.18277061277180942
TMO,0.19257960126622864,0.24237382885469858
TMUS,0.17208394446415054,0.1601167304791026
TPR,0.0021883964920503952,0.293614592092698
TRMB,0.09934422503260905,0.2288279824847908
TROW,0.02456345938182664,0.20734292902642806
TRV,0.06521999381374871,0.1553183402681316
TSCO,0.22587077081635587,0.19071938674321062
TSLA,0.5875057842381187,0.5560026620579869
TSN,-0.02290309714947405,0.17918904903735877
TTWO,0.04060181718998352,0.22442224023888233
TXN,0.10798995975641304,0.24916299844358072
TXT,0.06637354685595757,0.222436091517885
TYL,0.12944833891642624,0.18754767054562277
UA,-0.15853653930454745,0.32147781782039625
UAA,-0.15750134228418206,0.3307602509282368
UAL,-0.1304822679777398,0.32018491874875504
UDR,0.014820222429075987,0.16555715971514107
UHS,0.012288987252259678,0.21022889874538037
ULTA,0.12553694719319317,0.23914325020830585
UNG,-0.17072307505524,0.5188408707795491
UNH,0.17022086070185272,0.16451411520469691
UNP,0.08646106606738997,0.17385780321889094
UPS,0.11610734701911528,0.17674745631430294
URI,0.24158326148210113,0.29893367081036004
USB,-0.047922290363269573,0.2007382661955502
USL,0.11697236677131465,0.22228289781608845
V,0.10468357426658925,0.16249268668526362
VFC,-0.2522302298612487,0.2550350320252721
VLO,0.05919788850373473,0.27803722926990504
VMC,0.11079380683536497,0.1988958388078516
VNO,-0.24053799250673846,0.2594608127712715
VRSK,0.12526765476894552,0.14976692439227784
VRSN,0.06630745318986574,0.16483177445602074
VRTX,0.1279401215679068,0.1874404742396544
VTR,-0.040651285491878714,0.22204578214734985
VZ,-0.07245829806209182,0.12515666304700634
WAB,0.051453791707485534,0.22192870099971088
WAT,0.09728519195735397,0.1888772855850836
WBA,-0.15434733139598297,0.20425459189179904
WDC,-0.07851253825116647,0.3158775287920006
WEC,0.05596912526960553,0.14265465687767445
WFC,-0.03240673987006347,0.21449233422443684
WHR,0.018970276027241585,0.23991161056486807
WM,0.1292630647337633,0.12154681270220939
WMB,0.05203811225797756,0.19686030263125542
WMT,0.09682852446216893,0.1279467660774234
WRB,0.13883303373471884,0.1579528234127043
WRK,-0.056349331388756,0.24897762370974105
WST,0.2683582372321771,0.1973018201887294
WU,-0.08834128233980162,0.18295786568143477
WY,0.02704566635867914,0.20716180895854075
WYNN,-0.10458964609854254,0.33566538118633327
XEL,0.05879663238692028,0.14011194053337991
XOM,0.06756856543755425,0.20766130970519223
XRAY,-0.05331234386055827,0.20656883797433195
XYL,0.0785138400585358,0.1897593181566774
YUM,0.08088791320137545,0.1438487462426479
ZBH,0.0041820358878115315,0.18470745097566543
ZBRA,0.14286918611702024,0.2485805019621477
ZION,-0.02580274138237578,0.27214896223017226
ZTS,0.1479241048006001,0.17028169641143098
